duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
0.100000,0.337326,0.183650,0.031017,0.000000,0.000000,0.000000,0.000000,0.000000,0.100665,0.082869,0.071249,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.355837,0.186482,0.025474,0.000000,0.000000,0.000000,0.000000,0.000000,0.109322,0.090399,0.079484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.374602,0.188697,0.018669,0.000000,0.000000,0.000000,0.000000,0.000000,0.118774,0.098793,0.088550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.393552,0.190156,0.010341,0.000000,0.000000,0.000000,0.000000,0.000000,0.129112,0.108133,0.098389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.412602,0.190695,0.000215,0.000000,0.000000,0.000000,0.000000,0.000000,0.140434,0.118487,0.108847,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.431653,0.190121,-0.011965,0.000000,0.000000,0.000000,0.000000,0.000000,0.152845,0.129907,0.119640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.450582,0.188221,-0.026381,0.000000,0.000000,0.000000,0.000000,0.000000,0.166452,0.142404,0.130321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.469246,0.184767,-0.043064,0.000000,0.000000,0.000000,0.000000,0.000000,0.181361,0.155942,0.140263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.487475,0.179486,-0.061074,0.000000,0.000000,0.000000,0.000000,0.000000,0.197672,0.170460,0.147961,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.505120,0.173578,-0.054933,0.000000,0.000000,0.000000,0.000000,0.000000,0.215436,0.184463,0.130836,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.522204,0.168089,-0.054912,0.000000,0.000000,0.000000,0.000000,0.000000,0.234521,0.197109,0.122529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.538738,0.162591,-0.055107,0.000000,0.000000,0.000000,0.000000,0.000000,0.254833,0.209011,0.115762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.554720,0.157050,-0.055764,0.000000,0.000000,0.000000,0.000000,0.000000,0.276304,0.220314,0.110416,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.570144,0.151415,-0.057032,0.000000,0.000000,0.000000,0.000000,0.000000,0.298880,0.231137,0.106198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.584998,0.145624,-0.058926,0.000000,0.000000,0.000000,0.000000,0.000000,0.322518,0.241576,0.102753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.599262,0.139607,-0.061545,0.000000,0.000000,0.000000,0.000000,0.000000,0.347185,0.251706,0.099944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.612908,0.133068,-0.091008,0.000000,0.000000,0.000000,0.000000,0.000000,0.372850,0.261174,0.046371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.625762,0.124013,-0.090286,0.000000,0.000000,0.000000,0.000000,0.000000,0.399192,0.265593,0.042162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.637712,0.114978,-0.090585,0.000000,0.000000,0.000000,0.000000,0.000000,0.425956,0.269628,0.038625,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.648754,0.105852,-0.092113,0.000000,0.000000,0.000000,0.000000,0.000000,0.453106,0.273339,0.035670,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.658875,0.096518,-0.094805,0.000000,0.000000,0.000000,0.000000,0.000000,0.480614,0.276773,0.033056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.668047,0.086851,-0.098737,0.000000,0.000000,0.000000,0.000000,0.000000,0.508453,0.279957,0.030645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.676230,0.076709,-0.104365,0.000000,0.000000,0.000000,0.000000,0.000000,0.536598,0.282904,0.028290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.683367,0.065922,-0.111744,0.000000,0.000000,0.000000,0.000000,0.000000,0.565025,0.285610,0.025777,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.689386,0.054293,-0.121174,0.000000,0.000000,0.000000,0.000000,0.000000,0.593711,0.288047,0.022891,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.694190,0.041574,-0.133689,0.000000,0.000000,0.000000,0.000000,0.000000,0.622624,0.290157,0.019125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.697654,0.027449,-0.149526,0.000000,0.000000,0.000000,0.000000,0.000000,0.651728,0.291831,0.014028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.699620,0.011532,-0.169883,0.000000,0.000000,0.000000,0.000000,0.000000,0.680970,0.292893,0.006855,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.699888,-0.006354,-0.176941,0.000000,0.000000,0.000000,0.000000,0.000000,0.710276,0.293050,-0.003759,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.698407,-0.022904,-0.155062,0.000000,0.000000,0.000000,0.000000,0.000000,0.739547,0.292224,-0.012118,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.695371,-0.037516,-0.137840,0.000000,0.000000,0.000000,0.000000,0.000000,0.768698,0.290708,-0.017850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.690954,-0.050619,-0.124718,0.000000,0.000000,0.000000,0.000000,0.000000,0.797672,0.288715,-0.021838,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.685287,-0.062547,-0.114337,0.000000,0.000000,0.000000,0.000000,0.000000,0.826429,0.286369,-0.024964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.678475,-0.073561,-0.106285,0.000000,0.000000,0.000000,0.000000,0.000000,0.854937,0.283739,-0.027573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.670598,-0.083877,-0.100313,0.000000,0.000000,0.000000,0.000000,0.000000,0.883169,0.280862,-0.029948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.661717,-0.093671,-0.095839,0.000000,0.000000,0.000000,0.000000,0.000000,0.911101,0.277749,-0.032320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.651876,-0.103090,-0.092744,0.000000,0.000000,0.000000,0.000000,0.000000,0.938711,0.274393,-0.034846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.641107,-0.112266,-0.090968,0.000000,0.000000,0.000000,0.000000,0.000000,0.965971,0.270768,-0.037717,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.629427,-0.121317,-0.090258,0.000000,0.000000,0.000000,0.000000,0.000000,0.992854,0.266835,-0.041036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.616844,-0.130353,-0.090647,0.000000,0.000000,0.000000,0.000000,0.000000,1.019326,0.262540,-0.045001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.603353,-0.139486,-0.092197,0.000000,0.000000,0.000000,0.000000,0.000000,1.045347,0.257803,-0.049896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.588940,-0.148826,-0.094808,0.000000,0.000000,0.000000,0.000000,0.000000,1.070869,0.252527,-0.055874,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.573577,-0.158488,-0.098642,0.000000,0.000000,0.000000,0.000000,0.000000,1.095830,0.246578,-0.063386,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.557227,-0.168601,-0.103851,0.000000,0.000000,0.000000,0.000000,0.000000,1.120156,0.239776,-0.073064,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.100000,0.539837,-0.179300,-0.110395,0.000000,0.000000,0.000000,0.000000,0.000000,1.143749,0.231884,-0.085346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
